NEW FORMATED WAFER SUMMARY: 0.9SPDM PROCESS FOR VERSION_1.0
CODE: _BE248 LOT: AE57081
TESTED 06/19/13 ON SYSTEM# AG40721 BY SZY

WF# S# N+ 0.5*408 Rc       P+ 0.5*408 Rc       P1 0.5*520 RC       M1 800/0.6 RES      M2 800/0.7 RES      VIA .55*520 Rc      BVR GOX/NW@1uA      BVR GOX/PW@1uA      BVR HGOX/NW@1uA     BVR HGOX/PW@1uA     N+ 100/10 RES       P+ 100/10 RES       NW_F 100/10 RES     PP1 100/10 RES      P1 COMB 1/0.8       M1 COMB             M2 COMB             N 1x20 Vt           N 1x20 Ioff         N 1x20 Ion          N 1x20 BVd/sgt      NFOX 2.0x20 VTF     P 1x20 Vt           P 1x20 Ioff         P 1x20 Ion          P 1x20 BVd/sgt      PFOX 2.0x20 VTF     HNA 3x20 Vt         HNA 3x20 Ion        HNA 3x20 BVd/sgt    HPA 3x20 Vt         HPA 3x20 Ion        HPA 3x20 BVd/sgt    HNST 3x20 Vt        HNST 3x20 Ion       HNST 3x20 BVd/sgt   HNS 3x20 Vt         HNS 3x20 Ion        HNS 3x20 BVd/sgt    HPS 3x20 Vt         HPS 3x20 Ion        HPS 3x20 BVd/sgt    HNI 3x20 Vt         HNI 3x20 Ion        HNI 3x20 BVd/sgt    ZC 2.5/1.8 BV@10uA  HNAT 3x20 Vt        HNAT 3x20 Ion       HNAT 3x20 BVd/sgt   HPAT 3x20 Vt        HPAT 3x20 Ion       HPAT 3x20 BVd/sgt   HPST 3x20 Vt        HPST 3x20 Ion       HPST 3x20 BVd/sgt   HNIT 3x20 Vt        HNIT 3x20 Ion       HNIT 3x20 BVd/sgt   HiP1M 80/10         ZC 2.5/1.8 BV@1mA   NP1 100/10 RES      P1 100/10 RES       NWBN/PSUB BV        VN 5X5 HFE          VN 5X5 BVCEO        VN 5X5 Vbe          HNA 3x20 BVs/dgt    
Unit   ohm/CNT             ohm/CNT             ohm/CNT             ohm/sq              ohm/sq              ohm/CNT             VOLT                VOLT                VOLT                VOLT                ohm/sq              ohm/sq              ohm/sq              ohm/sq              #NAME?              #NAME?              #NAME?              VOLT                #NAME?              mA                  VOLT                VOLT                VOLT                #NAME?              mA                  VOLT                VOLT                VOLT                mA                  VOLT                VOLT                mA                  VOLT                VOLT                mA                  VOLT                VOLT                mA                  VOLT                VOLT                mA                  VOLT                VOLT                mA                  VOLT                VOLT                VOLT                mA                  VOLT                VOLT                mA                  VOLT                VOLT                mA                  VOLT                VOLT                mA                  VOLT                ohm/sq              VOLT                ohm/sq              ohm/sq              VOLT                GAIN                VOLT                VOLT                VOLT                
05  1          23.846              75.577              25.385               .0663               .0452              1.9231             20.2000            -21.6000             80.0000            -80.0000             38.0000             55.2000                1890             38.2000             10.3358             10.3994             10.4818               .7640             10.5216              6.2540             11.8000             16.2500              -.9296             10.4751             -3.2745             11.9000            -11.1710              2.7853              9.9485             55.8000             -2.0813             -4.8145            -56.2000               .6411              1.7750             56.2000              2.1085              8.5260             56.8000             -1.3071             -3.6595            -55.6000              2.7837             11.4900             44.6000              5.6320               .6999              2.8710             56.0000              -.8228             -1.1520            -49.8000              -.5233              -.6585            -49.4000               .6716              3.3055             32.4000                1125              5.7250             30.7000             27.7000             48.2000             219.800             12.0090               .6062             12.3000      
05  2          23.462              68.846              24.615               .0684               .0478              1.5385             20.2000            -21.6000             80.0000            -80.0000             37.9000             54.9000                1870             38.5000             10.4196             10.4595             10.5541               .7528             10.5579              6.3660             11.8000             15.9370              -.9376             10.5521             -3.3255             11.9000            -10.9370              2.7394              9.9715             56.2000             -2.1445             -4.6725            -56.4000               .6355              1.7865             56.4000              2.1004              8.6065             56.6000             -1.2726             -3.6575            -56.2000              2.7370             11.5200             44.6000              5.6190               .6982              2.8880             56.2000              -.8288             -1.1330            -50.8000              -.5320              -.6335            -49.8000               .6673              3.3415             33.0000                1113              5.7300             30.9000             27.4000             48.4000             223.200             11.9360               .6062             12.3000      
05  3          24.615              77.115              26.731               .0657               .0454              1.9231             20.2000            -21.8000             80.0000            -80.0000             38.1000             55.3000                1860             38.6000             10.3416             10.4030             10.4253               .7629             10.4336              6.3170             11.8000             16.2500              -.9412             10.3089             -3.2815             11.9000            -11.0930              2.7703              9.9455             55.4000             -2.1468             -4.7650            -57.0000               .6525              1.7685             55.4000              2.0974              8.5500             55.2000             -1.2749             -3.6855            -56.6000              2.7584             11.5350             44.4000              5.6440               .7031              2.8740             55.0000              -.8246             -1.1445            -49.6000              -.5202              -.6580            -50.2000               .6883              3.3020             33.0000                1138              5.7420             31.2000             28.0000             48.2000             224.600             12.1910               .6056             12.4000      
05  4          24.808              76.923              26.923               .0658               .0441              1.7308             20.2000            -21.6000             80.0000            -80.0000             38.2000             55.4000                1890             38.8000             10.2884             10.3105             10.4322               .7577             10.3174              6.3195             11.9000             16.2500              -.9443             10.2881             -3.2775             11.9000            -11.2500              2.7924              9.9090             55.4000             -2.1595             -4.8125            -57.8000               .6476              1.7800             55.4000              2.1141              8.5320             55.2000             -1.3255             -3.6635            -56.6000              2.8118             11.4000             44.2000              5.6560               .7062              2.8675             55.6000              -.8279             -1.1555            -51.0000              -.5269              -.6451            -50.2000               .6808              3.2915             33.0000                1125              5.7540             31.3000             28.1000             48.0000             218.250             12.0650               .6069             12.4000      
05  5          24.231              74.808              26.154               .0672               .0442              1.9231             20.2000            -21.6000             80.0000            -80.0000             37.9000             55.1000                1870             38.5000             10.4167             10.4042             10.5010               .7549             10.4300              6.3165             11.9000             16.2500              -.9440             10.3005             -3.2955             11.9000            -11.2500              2.7408              9.9335             55.6000             -2.1761             -4.6315            -56.6000               .6239              1.7965             55.6000              2.0953              8.5270             55.4000             -1.3345             -3.6035            -56.4000              2.7661             11.4650             44.4000              5.6270               .6942              2.8940             55.4000              -.8397             -1.1235            -50.2000              -.5483              -.6274            -50.0000               .6628              3.3395             33.0000                1125              5.7410             31.1000             27.7000             48.2000             226.900             12.0320               .6059             12.3000      
06  1          24.038              79.038              25.385               .0651               .0384              1.9231             20.2000            -21.6000             80.0000            -80.0000             37.8000             55.4000                1870             38.0000             10.4052             10.3775             10.3430               .7646             10.5157              6.2670             11.7000             15.7810              -.9334             10.4670             -3.3285             11.9000            -11.0930              2.7648              9.9440             55.6000             -2.1003             -4.8115            -56.0000               .6445              1.7795             55.6000              2.1217              8.6020             56.0000             -1.2612             -3.6820            -55.6000              2.7508             11.5650             44.2000              5.6450               .7056              2.8590             55.6000              -.8333             -1.1375            -49.4000              -.5298              -.6703            -49.0000               .6664              3.2925             32.2000                1125              5.7330             30.4000             27.4000             48.0000             221.700             11.9620               .6058             12.3000      
06  2          23.654              70.962              24.808               .0646               .0405              1.9231             20.2000            -21.6000             80.0000            -80.0000             37.8000             54.9000                1900             38.2000             10.5005             10.4461             10.4408               .7619             10.5837              6.3170             11.7000             16.2500              -.9325             10.5763             -3.3540             11.9000            -10.9370              2.7400              9.9640             56.4000             -2.1275             -4.6360            -56.0000               .6323              1.7930             56.0000              2.0981              8.5730             56.0000             -1.2628             -3.6420            -55.6000              2.7232             11.5850             44.2000              5.6300               .6992              2.8745             56.4000              -.8370             -1.1235            -50.4000              -.5228              -.6502            -49.6000               .6591              3.3380             35.4000                1113              5.7350             30.7000             27.6000             48.2000             221.600             11.9050               .6061             12.3000      
06  3          25.000              80.385              27.115               .0646               .0402              2.1154             20.2000            -21.6000             80.0000            -80.0000             38.0000             55.4000                1840             38.5000             10.3598             10.4139             10.5394               .7632             10.4520              6.3330             11.8000             16.2500              -.9378             10.2922             -3.3345             11.9000            -11.0930              2.7852              9.8475             54.8000             -2.1445             -4.7365            -56.6000               .6569              1.7625             55.2000              2.1136              8.5490             55.2000             -1.2840             -3.6820            -56.2000              2.7704             11.4600             44.2000              5.6550               .7018              2.8700             54.8000              -.8302             -1.1485            -49.8000              -.5213              -.6618            -49.8000               .6695              3.2965             33.4000                1138              5.7690             31.2000             28.0000             48.2000             224.550             12.1460               .6058             12.3000      
06  4          25.000              80.769              26.731               .0652               .0396              2.1154             20.2000            -21.6000             80.0000            -80.0000             37.9000             55.7000                1870             38.8000             10.3115             10.2738             10.4310               .7654             10.3611              6.3225             11.9000             16.0930              -.9412             10.3520             -3.2975             11.9000            -11.2500              2.8087              9.9210             54.8000             -2.1772             -4.8145            -56.6000               .6381              1.7915             54.6000              2.1415              8.6005             54.8000             -1.2715             -3.7030            -56.6000              2.7936             11.4450             43.8000              5.6500               .7043              2.8615             54.8000              -.8351             -1.1445            -50.2000              -.5314              -.6544            -49.8000               .6699              3.2850             35.6000                1125              5.7440             31.2000             28.0000             48.0000             219.800             12.0820               .6066             12.3000      
06  5          24.038              77.885              26.731               .0652               .0395              2.1154             20.2000            -21.6000             80.0000            -80.0000             37.9000             55.3000                1870             38.2000             10.5003             10.4712             10.4916               .7594             10.4689              6.3235             11.8000             16.4060              -.9484             10.3274             -3.3330             11.9000            -11.2500              2.7573              9.9245             55.2000             -2.1738             -4.6355            -56.2000               .6195              1.8035             55.4000              2.0824              8.5660             55.0000             -1.3324             -3.6110            -56.0000              2.7710             11.4750             43.8000              5.6070               .6888              2.8980             55.2000              -.8469             -1.1230            -49.6000              -.5395              -.6320            -49.2000               .6618              3.3325             33.2000                1138              5.7100             30.7000             27.6000             48.2000             227.050             11.9330               .6055             12.4000      
07  1          23.654              75.192              25.769               .0666               .0447              2.1154             20.2000            -21.6000             80.0000            -80.0000             37.9000             55.3000                1890             38.5000             10.3822             10.4046             10.5281               .7546             10.5036              6.3745             11.8000             15.9370              -.9340             10.4436             -3.3655             11.9000            -11.0930              2.7702              9.8620             55.6000             -2.1672             -4.7080            -55.6000               .6540              1.7700             55.4000              2.1200              8.5510             56.4000             -1.3104             -3.6295            -55.4000              2.7446             11.5500             44.0000              5.6410               .7098              2.8590             56.0000              -.8238             -1.1425            -48.6000              -.5161              -.6626            -48.6000               .6844              3.2965             32.8000                1125              5.7450             30.6000             27.6000             48.2000             224.400             11.9420               .6057             12.3000      
07  2          23.077              70.192              25.000               .0682               .0465              1.9231             20.4000            -21.6000             80.0000            -80.0000             37.7000             54.8000                1870             38.8000             10.4738             10.4863             10.6042               .7448             10.5688              6.4180             11.8000             15.7810              -.9423             10.5256             -3.3840             11.9000            -10.9370              2.7465              9.8855             56.4000             -2.1367             -4.5790            -55.6000               .6239              1.8010             56.4000              2.0937              8.5855             56.4000             -1.2902             -3.6175            -55.4000              2.7319             11.5100             44.4000              5.6390               .6999              2.8630             56.4000              -.8219             -1.1165            -50.0000              -.5258              -.6499            -48.8000               .6616              3.3275             32.8000                1125              5.7400             31.0000             27.6000             48.6000             227.350             11.7990               .6057             12.1000      
07  3          24.231              78.462              27.308               .0658               .0450              1.9231             20.2000            -21.6000             80.0000            -80.0000             37.9000             55.4000                1880             38.8000             10.3897             10.4907             10.5388               .7585             10.4099              6.3525             11.8000             16.0930              -.9465             10.3219             -3.2925             11.9000            -11.1710              2.7482              9.8740             55.2000             -2.1348             -4.7100            -56.0000               .6524              1.7640             55.2000              2.1003              8.5130             55.2000             -1.3326             -3.6360            -56.0000              2.7740             11.4250             44.2000              5.6680               .7091              2.8590             55.0000              -.8201             -1.1395            -48.8000              -.5033              -.6674            -49.0000               .6838              3.2965             34.2000                1125              5.7610             31.2000             27.9000             48.2000             229.000             12.0340               .6050             12.3000      
07  4          23.846              77.308              26.346               .0654               .0440              2.1154             20.2000            -21.6000             80.0000            -80.0000             37.8000             55.4000                1870             38.9000             10.3312             10.3341             10.5259               .7488             10.3585              6.3585             11.8000             16.2500              -.9420             10.3246             -3.2925             11.9000            -11.2500              2.7654              9.9710             55.0000             -2.1332             -4.8005            -56.6000               .6328              1.7885             55.0000              2.1112              8.5910             55.2000             -1.2708             -3.6575            -55.8000              2.7887             11.4900             44.0000              5.6460               .6899              2.8850             55.0000              -.8329             -1.1465            -50.2000              -.5335              -.6403            -49.6000               .6688              3.3050             32.8000                1125              5.7620             31.3000             27.7000             47.8000             218.850             12.0290               .6063             12.3000      
07  5          24.231              77.500              26.346               .0672               .0433              1.9231             20.2000            -21.6000             80.0000            -80.0000             37.6000             55.1000                1870             38.6000             10.5346             10.5022             10.5612               .7499             10.5042              6.3865             11.8000             16.0930              -.9514             10.4003             -3.3060             11.9000            -11.1710              2.7339              9.9030             55.4000             -2.1751             -4.6115            -55.6000               .6149              1.8175             55.4000              2.0707              8.5490             55.2000             -1.3698             -3.5965            -55.6000              2.7544             11.4650             44.2000              5.6120               .6871              2.9060             55.4000              -.8436             -1.1185            -49.0000              -.5471              -.6311            -48.8000               .6572              3.3515             33.4000                1125              5.7170             31.3000             27.6000             48.4000             232.250             11.8210               .6053             12.3000      
08  1          24.038              75.769              25.385               .0657               .0382              1.9231             20.2000            -21.6000             80.0000            -80.0000             37.9000             55.1000                1870             37.9000             10.3626             10.3208             10.3235               .7671             10.4138              6.3325             11.8000             15.6250              -.9488             10.4254             -3.3330             11.9000            -11.0930              2.7593             10.0400             55.6000             -2.1079             -4.8805            -56.2000               .6422              1.7855             55.4000              2.0833              8.5650             56.4000             -1.3522             -3.6960            -55.8000              2.7388             11.4300             44.2000              5.5850               .6999              2.8760             55.6000              -.8373             -1.1475            -49.4000              -.5274              -.6648            -49.4000               .6688              3.3025             35.8000                1138              5.7360             30.8000             27.4000             48.2000             215.800             12.1690               .6061             12.1000      
08  2          23.077              69.038              24.423               .0676               .0407              1.5385             20.2000            -21.6000             80.0000            -80.0000             37.6000             54.9000                1870             38.5000             10.4694             10.5015             10.5275               .7539             10.4991              6.4190             11.8000             15.6250              -.9455             10.5250             -3.3750             11.9000            -11.0150              2.6975             10.0050             56.2000             -2.1313             -4.6915            -56.4000               .6154              1.8105             56.0000              2.0485              8.7035             56.2000             -1.2900             -3.7265            -56.0000              2.6952             11.6100             44.4000              5.6540               .6909              2.8935             56.0000              -.8376             -1.1290            -50.6000              -.5378              -.6458            -49.4000               .6595              3.3355             32.6000                1113              5.7430             30.7000             27.6000             48.4000             217.500             12.0960               .6061             12.3000      
08  3          24.615              79.038              26.731               .0652               .0400              1.9231             20.2000            -21.6000             80.0000            -80.0000             37.9000             55.2000                1840             38.5000             10.3435             10.4013             10.4416               .7524             10.4266              6.3905             11.9000             15.7810              -.9568             10.2830             -3.3155             11.9000            -11.1710              2.7498              9.9580             54.8000             -2.1815             -4.7890            -57.0000               .6379              1.7925             55.0000              2.0734              8.6165             55.2000             -1.3067             -3.7165            -56.6000              2.7367             11.5300             44.6000              5.6550               .7012              2.8925             54.8000              -.8408             -1.1400            -49.6000              -.5387              -.6606            -49.8000               .6629              3.3150             36.0000                1138              5.7750             31.1000             27.9000             48.0000             221.200             12.3640               .6057             12.2000      
08  4          24.423              79.615              26.731               .0652               .0394              1.9231             20.2000            -21.6000             80.0000            -80.0000             37.9000             55.4000                1870             38.6000             10.2950             10.3294             10.4404               .7438             10.3279              6.4210             11.8000             16.0930              -.9690             10.3198             -3.2400             11.9000            -11.4060              2.7296             10.0200             54.6000             -2.1741             -4.8770            -57.6000               .6180              1.8245             54.8000              2.0615              8.6695             54.6000             -1.3387             -3.7220            -56.4000              2.7653             11.4350             44.0000              5.6400               .6963              2.8920             54.8000              -.8571             -1.1430            -50.8000              -.5481              -.6418            -50.2000               .6640              3.3030             35.6000                1138              5.7870             31.4000             27.9000             48.2000             212.600             12.3030               .6069             12.2000      
08  5          23.654              75.962              26.154               .0668               .0394              1.7308             20.2000            -21.6000             80.0000            -80.0000             37.6000             55.1000                1860             38.8000             10.4476             10.4583             10.5088               .7403             10.4631              6.4185             11.8000             16.2500              -.9634             10.3294             -3.3340             11.9000            -11.2500              2.7098              9.9815             55.2000             -2.2204             -4.6795            -56.8000               .6115              1.8230             55.2000              2.0264              8.6165             55.0000             -1.4067             -3.6410            -56.4000              2.7129             11.4650             44.0000              5.6480               .6794              2.9180             55.2000              -.8582             -1.1230            -50.0000              -.5647              -.6297            -49.6000               .6494              3.3520             35.8000                1125              5.7460             31.1000             27.8000             48.2000             221.600             12.1900               .6059             12.2000      
09  1          23.846              78.462              25.385               .0669               .0444              1.9231             20.2000            -21.6000             80.0000            -80.0000             37.9000             55.3000                1860             37.9000             10.4100             10.3581             10.4978               .7651             10.4936              6.2750             11.7000             15.9370              -.9360             10.4930             -3.3145             11.9000            -11.0150              2.7767              9.9235             55.0000             -2.0955             -4.8260            -56.8000               .6526              1.7750             55.4000              2.1192              8.6095             55.8000             -1.2830             -3.7000            -56.0000              2.7609             11.5200             44.2000              5.6350               .7045              2.8555             55.4000              -.8233             -1.1435            -49.8000              -.5295              -.6696            -49.8000               .6824              3.2595             33.2000                1125              5.7410             30.9000             27.4000             48.0000             217.800             12.1400               .6063             12.3000      
09  2          23.462              70.769              24.808               .0691               .0467              1.7308             20.2000            -21.6000             80.0000            -80.0000             37.9000             55.0000                1810             38.3000             10.4174             10.4458             10.5535               .7536             10.5674              6.3380             11.9000             15.9370              -.9455             10.5015             -3.3015             11.9000            -11.0150              2.7251              9.9770             55.6000             -2.1628             -4.7225            -57.2000               .6265              1.8055             55.8000              2.0808              8.6640             55.6000             -1.3331             -3.7095            -57.0000              2.7257             11.4850             44.2000              5.5810               .6969              2.8930             55.4000              -.8381             -1.1310            -51.2000              -.5420              -.6459            -50.0000               .6616              3.3165             32.8000                1125              5.7280             30.8000             27.3000             48.4000             217.950             12.0950               .6065             12.3000      
09  3          24.808              79.231              27.115               .0654               .0448              2.1154             20.2000            -21.6000             80.0000            -80.0000             37.9000             55.5000                1790             38.7000             10.4253             10.4754             10.5735               .7636             10.4130              6.3295             11.9000             16.0930              -.9496             10.3090             -3.3100             11.9000            -11.2500              2.7906              9.9045             54.4000             -2.1460             -4.7915            -57.4000               .6420              1.7830             54.6000              2.1175              8.5765             54.6000             -1.3099             -3.7285            -57.2000              2.7449             11.5000             44.2000              5.6210               .7091              2.8805             54.4000              -.8236             -1.1495            -50.0000              -.5278              -.6686            -50.4000               .6783              3.2790             33.2000                1138              5.7240             31.0000             27.9000             48.0000             220.300             12.2870               .6062             12.3000      
09  4          25.385              81.154              26.731               .0656               .0442              2.1154             20.2000            -21.6000             80.0000            -80.0000             37.9000             55.5000                1840             38.5000             10.2628             10.3271             10.5337               .7578             10.3795              6.3180             11.8000             16.0930              -.9478             10.2983             -3.2515             11.9000            -11.2500              2.7771              9.9295             54.2000             -2.1917             -4.8050            -56.8000               .6380              1.8055             54.4000              2.1061              8.5920             54.2000             -1.3291             -3.6970            -57.2000              2.7999             11.4350             43.8000              5.6720               .7083              2.8715             54.4000              -.8463             -1.1320            -50.6000              -.5348              -.6514            -50.2000               .6697              3.2800             36.0000                1125              5.7660             30.9000             27.8000             48.0000             215.700             12.2690               .6071             12.3000      
09  5          24.423              76.731              26.538               .0675               .0444              1.9231             20.2000            -21.6000             80.0000            -80.0000             37.9000             55.2000                1810             38.2000             10.5084             10.4933             10.5792               .7511             10.5312              6.3350             11.9000             16.0930              -.9537             10.3841             -3.3065             11.9000            -11.2500              2.7315              9.9695             54.6000             -2.1918             -4.6795            -57.2000               .6156              1.8190             55.0000              2.0736              8.6045             54.4000             -1.3753             -3.6610            -57.0000              2.7379             11.4650             44.0000              5.6140               .6910              2.9075             54.6000              -.8464             -1.1230            -50.2000              -.5638              -.6372            -49.8000               .6534              3.3260             33.0000                1125              5.7150             30.9000             27.7000             48.2000             222.700             12.1100               .6061             12.4000      
10  1          23.462              76.538              25.385               .0657               .0382              1.9231             20.2000            -21.6000             80.0000            -80.0000             37.9000             55.3000                1880             37.9000             10.3423             10.4441             10.4629               .7635             10.4864              6.3255             11.8000             15.7810              -.9288             10.4289             -3.3505             11.9000            -11.0930              2.7693              9.9540             55.6000             -2.0935             -4.8590            -56.2000               .6504              1.7760             55.4000              2.0964              8.5385             56.0000             -1.3504             -3.6720            -56.0000              2.7461             11.4800             43.8000              5.6460               .7062              2.8780             55.2000              -.8268             -1.1565            -49.0000              -.5298              -.6657            -49.2000               .6767              3.2950             33.4000                1138              5.7660             30.6000             27.3000             48.2000             219.750             12.1660               .6061             12.3000      
10  2          22.692              70.769              24.615               .0651               .0399              1.7308             20.2000            -21.6000             80.0000            -80.0000             37.7000             54.9000                1840             38.7000             10.4133             10.4542             10.4720               .7464             10.5130              6.4015             11.8000             15.9370              -.9332             10.4293             -3.3630             11.9000            -11.0930              2.7242             10.0050             55.6000             -2.1795             -4.6980            -56.2000               .6413              1.8025             55.8000              2.0795              8.6465             55.8000             -1.2901             -3.6925            -55.8000              2.7313             11.5700             44.4000              5.6260               .6961              2.9000             55.6000              -.8429             -1.1250            -50.0000              -.5521              -.6459            -49.0000               .6634              3.3205             32.6000                1113              5.7420             30.9000             27.4000             48.2000             221.900             12.0630               .6062             12.1000      
10  3          24.038              80.192              26.923               .0651               .0393              1.9231             20.2000            -21.6000             80.0000            -80.0000             37.8000             55.4000                1810             38.2000             10.3754             10.4467             10.4765               .7645             10.4195              6.3375             11.8000             16.2500              -.9419             10.2612             -3.3150             11.9000            -11.2500              2.7799              9.9395             54.8000             -2.1259             -4.8305            -56.8000               .6431              1.7820             54.8000              2.1259              8.5515             55.0000             -1.3030             -3.7060            -56.6000              2.7586             11.4900             44.2000              5.6570               .7053              2.8790             54.8000              -.8240             -1.1460            -49.0000              -.5178              -.6703            -49.6000               .6751              3.2970             32.8000                1138              5.7500             31.2000             27.6000             48.0000             222.400             12.2640               .6056             12.3000      
10  4          24.231              78.654              26.154               .0655               .0388              1.9231             20.2000            -21.6000             80.0000            -80.0000             37.9000             55.6000                1870             38.4000             10.2773             10.3740             10.4043               .7574             10.3694              6.3115             11.8000             16.2500              -.9505             10.3184             -3.2495             11.9000            -11.2500              2.7788              9.9415             54.6000             -2.1647             -4.8605            -57.6000               .6450              1.7910             55.0000              2.1167              8.6205             55.2000             -1.2665             -3.7030            -56.4000              2.8101             11.4750             44.2000              5.6700               .7023              2.8780             55.0000              -.8338             -1.1510            -50.8000              -.5391              -.6488            -50.0000               .6716              3.2820             35.8000                1138              5.7650             31.3000             27.7000             48.0000             216.450             12.1130               .6065             12.2000      
10  5          23.654              77.500              26.154               .0653               .0389              1.9231             20.2000            -21.6000             80.0000            -80.0000             37.7000             55.3000                1830             38.7000             10.4833             10.4472             10.5055               .7527             10.4456              6.3450             11.9000             16.0930              -.9534             10.3430             -3.3075             11.9000            -11.2500              2.7530              9.9255             54.8000             -2.1840             -4.6780            -56.4000               .6195              1.8155             54.6000              2.0816              8.5760             54.8000             -1.3931             -3.6415            -56.4000              2.7531             11.4800             44.0000              5.6130               .6899              2.9045             54.8000              -.8495             -1.1220            -49.6000              -.5485              -.6395            -49.2000               .6512              3.3365             36.0000                1125              5.7360             31.1000             27.7000             48.4000             224.450             12.1320               .6056             12.3000      
11  1          23.654              75.192              25.192               .0670               .0448              1.9231             20.2000            -21.6000             80.0000            -80.0000             38.1000             55.1000                1840             38.0000             10.3772             10.3650             10.4884               .7684             10.4550              6.2735             11.8000             15.9370              -.9319             10.4378             -3.2955             11.9000            -11.0150              2.7884              9.9485             55.8000             -2.0770             -4.8310            -56.2000               .6489              1.7735             56.0000              2.1357              8.6085             56.8000             -1.2653             -3.7240            -55.6000              2.7375             11.6200             44.2000              5.6250               .7066              2.8555             56.4000              -.8318             -1.1505            -49.2000              -.5237              -.6745            -49.2000               .6877              3.2815             35.8000                1138              5.7310             30.6000             27.5000             48.2000             217.700             12.0010               .6062             12.2000      
11  2          23.077              69.038              24.808               .0692               .0467              1.7308             20.2000            -21.6000             80.0000            -80.0000             37.9000             54.7000                1900             38.5000             10.4587             10.4933             10.5719               .7505             10.5259              6.3975             11.8000             15.7810              -.9364             10.4541             -3.3960             11.9000            -11.0930              2.7127              9.9710             55.8000             -2.1707             -4.6970            -56.0000               .6383              1.7995             55.8000              2.0896              8.5840             56.0000             -1.3481             -3.7035            -55.6000              2.7126             11.6000             44.2000              5.6430               .7002              2.8775             55.8000              -.8385             -1.1285            -50.4000              -.5438              -.6563            -49.6000               .6643              3.3190             32.0000                1125              5.7320             30.9000             27.6000             48.4000             217.800             12.0010               .6063             12.3000      
11  3          24.615              77.885              26.731               .0660               .0452              1.9231             20.2000            -21.6000             80.0000            -80.0000             38.2000             55.2000                1860             38.2000             10.3658             10.3582             10.4382               .7628             10.4016              6.3710             11.8000             15.9370              -.9397             10.2843             -3.2955             11.9000            -11.0930              2.7877              9.8890             55.0000             -2.1272             -4.8080            -56.8000               .6535              1.7645             55.2000              2.1437              8.5520             55.4000             -1.2761             -3.7315            -56.6000              2.7989             11.4700             44.2000              5.6270               .7093              2.8705             55.0000              -.8320             -1.1435            -49.4000              -.5143              -.6761            -49.8000               .6687              3.2950             33.2000                1138              5.7350             30.9000             27.8000             48.4000             224.150             12.1130               .6058             12.4000      
11  4          24.615              77.692              26.346               .0661               .0432              1.9231             20.2000            -21.6000             80.0000            -80.0000             38.2000             55.3000                1840             38.6000             10.2294             10.2692             10.4575               .7568             10.4409              6.3825             11.8000             16.4060              -.9402             10.3560             -3.3075             11.9000            -11.2500              2.7936              9.8720             55.2000             -2.2173             -4.8195            -56.4000               .6414              1.7990             55.2000              2.1498              8.5610             55.0000             -1.2723             -3.7180            -56.0000              2.8061             11.4450             44.0000              5.6290               .7021              2.8700             55.4000              -.8328             -1.1445            -50.4000              -.5397              -.6649            -49.6000               .6704              3.2835             32.4000                1138              5.7240             31.3000             27.8000             48.4000             215.950             12.1100               .6069             12.3000      
11  5          23.654              74.231              25.962               .0679               .0429              1.9231             20.2000            -21.6000             80.0000            -80.0000             37.9000             54.9000                1840             38.5000             10.4603             10.4330             10.5471               .7502             10.4206              6.3495             11.8000             16.4060              -.9514             10.2673             -3.2980             11.9000            -11.2500              2.7509              9.9100             55.4000             -2.1891             -4.6930            -56.2000               .6158              1.8140             55.4000              2.1015              8.5690             55.2000             -1.3567             -3.6550            -56.0000              2.7538             11.4800             44.0000              5.6120               .6905              2.8925             55.2000              -.8454             -1.1200            -49.6000              -.5527              -.6486            -49.2000               .6538              3.3250             36.0000                1138              5.6940             30.9000             27.7000             48.4000             226.050             11.9980               .6056             12.3000      
12  1          23.846              78.654              24.808               .0618               .0386              1.9231             20.2000            -21.6000             80.0000            -80.0000             37.8000             55.5000                1850             37.6000             10.6414             10.4949             10.5411               .7702             10.5755              6.2620             11.9000             15.7810              -.9309             10.6340             -3.2980             11.9000            -11.0930              2.7926              9.8880             55.4000             -2.1477             -4.7670            -56.4000               .6485              1.7830             55.6000              2.1126              8.6310             56.0000             -1.2279             -3.6970            -55.8000              2.7360             11.6650             44.0000              5.6380               .7077              2.8710             55.4000              -.8293             -1.1390            -49.2000              -.5228              -.6708            -49.0000               .6769              3.2750             32.6000                1125              5.7510             30.3000             27.2000             48.2000             220.150             12.1100               .6060             12.3000      
12  2          23.654              70.385              24.423               .0630               .0402              1.7308             20.2000            -21.6000             80.0000            -80.0000             38.0000             55.1000                1860             38.0000             10.5876             10.3919             10.5125               .7561             10.4835              6.3415             11.9000             15.9370              -.9465             10.5533             -3.2975             11.9000            -11.0930              2.7117             10.0250             56.2000             -2.1244             -4.7155            -56.6000               .6430              1.7960             56.0000              2.0742              8.6030             56.2000             -1.3144             -3.6695            -56.2000              2.7224             11.5850             44.6000              5.5940               .6973              2.8995             56.0000              -.8440             -1.1195            -51.0000              -.5469              -.6427            -49.6000               .6611              3.3265             33.2000                1125              5.7100             30.6000             27.3000             48.2000             220.650             12.0630               .6066             12.3000      
