NEW FORMATED WAFER SUMMARY: 0.9SPDM PROCESS FOR VERSION_1.0
CODE: _BE248 LOT: AE57081
TESTED 06/19/13 ON SYSTEM# AG40721 BY SZY

WF# S# N+ 0.5*408 Rc       P+ 0.5*408 Rc       P1 0.5*520 RC       M1 800/0.6 RES      M2 800/0.7 RES      VIA .55*520 Rc      BVR GOX/NW@1uA      BVR GOX/PW@1uA      BVR HGOX/NW@1uA     BVR HGOX/PW@1uA     N+ 100/10 RES       P+ 100/10 RES       NW_F 100/10 RES     PP1 100/10 RES      P1 COMB 1/0.8       M1 COMB             M2 COMB             N 1x20 Vt           N 1x20 Ioff         N 1x20 Ion          N 1x20 BVd/sgt      NFOX 2.0x20 VTF     P 1x20 Vt           P 1x20 Ioff         P 1x20 Ion          P 1x20 BVd/sgt      PFOX 2.0x20 VTF     HNA 3x20 Vt         HNA 3x20 Ion        HNA 3x20 BVd/sgt    HPA 3x20 Vt         HPA 3x20 Ion        HPA 3x20 BVd/sgt    HNST 3x20 Vt        HNST 3x20 Ion       HNST 3x20 BVd/sgt   HNS 3x20 Vt         HNS 3x20 Ion        HNS 3x20 BVd/sgt    HPS 3x20 Vt         HPS 3x20 Ion        HPS 3x20 BVd/sgt    HNI 3x20 Vt         HNI 3x20 Ion        HNI 3x20 BVd/sgt    ZC 2.5/1.8 BV@10uA  HNAT 3x20 Vt        HNAT 3x20 Ion       HNAT 3x20 BVd/sgt   HPAT 3x20 Vt        HPAT 3x20 Ion       HPAT 3x20 BVd/sgt   HPST 3x20 Vt        HPST 3x20 Ion       HPST 3x20 BVd/sgt   HNIT 3x20 Vt        HNIT 3x20 Ion       HNIT 3x20 BVd/sgt   HiP1M 80/10         ZC 2.5/1.8 BV@1mA   NP1 100/10 RES      P1 100/10 RES       NWBN/PSUB BV        VN 5X5 HFE          VN 5X5 BVCEO        VN 5X5 Vbe          HNA 3x20 BVs/dgt    
Unit   ohm/CNT             ohm/CNT             ohm/CNT             ohm/sq              ohm/sq              ohm/CNT             VOLT                VOLT                VOLT                VOLT                ohm/sq              ohm/sq              ohm/sq              ohm/sq              #NAME?              #NAME?              #NAME?              VOLT                #NAME?              mA                  VOLT                VOLT                VOLT                #NAME?              mA                  VOLT                VOLT                VOLT                mA                  VOLT                VOLT                mA                  VOLT                VOLT                mA                  VOLT                VOLT                mA                  VOLT                VOLT                mA                  VOLT                VOLT                mA                  VOLT                VOLT                VOLT                mA                  VOLT                VOLT                mA                  VOLT                VOLT                mA                  VOLT                VOLT                mA                  VOLT                ohm/sq              VOLT                ohm/sq              ohm/sq              VOLT                GAIN                VOLT                VOLT                VOLT                
12  3          25.000              79.423              26.346               .0610               .0399              2.1154             20.2000            -21.6000             80.0000            -80.0000             38.0000             55.7000                1840             38.0000             10.4121             10.3643             10.5579               .7640             10.4797              6.3285             11.9000             15.9370              -.9417             10.4813             -3.2580             11.9000            -11.1710              2.8057              9.8925             55.0000             -2.1419             -4.7675            -57.0000               .6483              1.7780             54.8000              2.1318              8.5760             54.8000             -1.2795             -3.6960            -56.8000              2.7767             11.4950             44.2000              5.6430               .7088              2.8745             54.6000              -.8312             -1.1325            -49.8000              -.5150              -.6657            -50.4000               .6724              3.2805             33.4000                1138              5.7420             30.8000             27.6000             48.2000             222.100             12.2930               .6060             12.4000      
12  4          25.192              81.538              26.346               .0610               .0393              2.1154             20.2000            -21.6000             80.0000            -80.0000             38.0000             55.7000                1820             38.2000             10.4105             10.4151             10.5766               .7590             10.4967              6.3000             11.8000             16.2500              -.9421             10.5199             -3.2505             11.9000            -11.2500              2.7900              9.9415             54.6000             -2.1409             -4.7840            -57.4000               .6442              1.7910             54.8000              2.1397              8.6030             54.8000             -1.2756             -3.6485            -56.4000              2.8043             11.4950             44.0000              5.6230               .6984              2.8775             54.8000              -.8314             -1.1355            -50.4000              -.5359              -.6525            -49.8000               .6672              3.2920             35.8000                1125              5.7400             30.7000             27.7000             48.2000             220.700             12.1290               .6064             12.5000      
12  5          24.038              77.115              25.577               .0619               .0396              1.9231             20.2000            -21.6000             80.0000            -80.0000             37.9000             55.4000                1850             38.0000             10.4495             10.4687             10.5834               .7531             10.4982              6.3270             11.8000             16.2500              -.9595             10.5255             -3.2925             11.9000            -11.2500              2.7549              9.9500             54.8000             -2.1622             -4.6680            -56.8000               .6166              1.8155             55.0000              2.0849              8.5800             54.8000             -1.3458             -3.6220            -56.6000              2.7510             11.4700             44.2000              5.6240               .6925              2.9045             54.8000              -.8480             -1.1145            -49.8000              -.5444              -.6388            -49.6000               .6606              3.3325             34.8000                1138              5.7260             30.8000             27.5000             48.2000             225.500             12.0950               .6059             12.3000      
13  1          24.038              79.423              25.385               .0660               .0382              1.9231             20.2000            -21.6000             80.0000            -80.0000             38.1000             55.2000                1840             37.6000             10.3498             10.3164             10.3589               .7666             10.5770              6.2755             11.8000             15.6250              -.9302             10.4399             -3.3180             11.9000            -10.9370              2.7835              9.9240             55.4000             -2.0771             -4.8320            -56.2000               .6516              1.7705             55.6000              2.1110              8.5875             55.8000             -1.2845             -3.7120            -55.6000              2.7461             11.5400             44.0000              5.6330               .7057              2.8565             55.6000              -.8253             -1.1450            -49.2000              -.5174              -.6738            -49.0000               .6709              3.2725             32.8000                1138              5.7280             30.3000             27.2000             48.0000             220.400             12.0440               .6062             12.3000      
13  2          23.654              73.462              24.808               .0678               .0398              1.9231             20.2000            -21.6000             80.0000            -80.0000             37.9000             55.0000                1850             37.7000             10.4603             10.5375             10.6276               .7631             10.5700              6.3625             11.9000             15.7810              -.9426             10.3983             -3.3765             11.9000            -10.8590              2.7283             10.0500             55.4000             -2.1031             -4.7740            -56.8000               .6297              1.8035             55.8000              2.0927              8.6730             56.0000             -1.2719             -3.7300            -56.4000              2.7004             11.6500             44.2000              5.6360               .6962              2.8955             55.2000              -.8424             -1.1325            -50.8000              -.5442              -.6540            -49.6000               .6671              3.3015             32.2000                1125              5.7450             30.5000             27.4000             48.2000             220.600             12.1050               .6064             12.4000      
13  3          25.385              80.192              26.731               .0658               .0396              2.1154             20.2000            -21.6000             80.0000            -80.0000             38.2000             55.4000                1840             38.1000             10.4107             10.4933             10.5589               .7781             10.4220              6.2815             11.8000             16.0930              -.9456             10.2705             -3.2865             11.9000            -11.0930              2.7734              9.9135             54.8000             -2.1285             -4.8245            -57.2000               .6531              1.7660             54.8000              2.0861              8.5715             54.6000             -1.2808             -3.7250            -56.6000              2.7826             11.5000             44.2000              5.6340               .7098              2.8585             54.8000              -.8345             -1.1455            -49.8000              -.5119              -.6722            -50.2000               .6834              3.2725             33.6000                1138              5.7390             30.9000             27.6000             48.0000             223.700             12.2080               .6059             12.4000      
13  4          25.385              82.500              26.731               .0656               .0393              2.1154             20.2000            -21.6000             80.0000            -80.0000             38.1000             55.6000                1830             38.2000             10.2656             10.3079             10.3913               .7526             10.3462              6.3260             11.9000             16.4060              -.9458             10.2975             -3.2870             11.9000            -11.4060              2.7730              9.9635             54.6000             -2.1456             -4.8580            -57.8000               .6429              1.7915             54.6000              2.1260              8.5630             54.6000             -1.3071             -3.6775            -56.6000              2.8004             11.4950             44.2000              5.6520               .6921              2.8845             54.8000              -.8342             -1.1530            -50.6000              -.5351              -.6552            -49.8000               .6690              3.2900             33.4000                1125              5.7540             30.9000             27.8000             48.2000             219.300             12.0890               .6067             12.4000      
13  5          25.192              79.615              26.538               .0678               .0393              2.1154             20.2000            -21.6000             80.0000            -80.0000             37.9000             55.4000                1840             38.2000             10.4229             10.3942             10.5202               .7534             10.4449              6.3095             11.8000             16.2500              -.9529             10.3558             -3.3125             11.9000            -11.2500              2.7216              9.9815             54.8000             -2.1446             -4.7405            -56.6000               .6208              1.8005             54.8000              2.0890              8.5785             54.8000             -1.3191             -3.6710            -56.8000              2.7449             11.5300             44.2000              5.6850               .6901              2.9010             54.8000              -.8454             -1.1345            -50.0000              -.5599              -.6422            -49.4000               .6651              3.3280             33.2000                1125              5.7690             30.7000             27.4000             47.8000             226.250             12.0980               .6060             12.3000      
14  1          23.654              72.885              24.615               .0669               .0446              1.7308             20.2000            -21.6000             80.0000            -80.0000             37.7000             55.4000                1890             37.7000             10.3146             10.3099             10.4758               .7723             10.4973              6.3150             11.7000             15.7810              -.9295             10.4104             -3.3570             11.9000            -11.0930              2.7691              9.9410             55.8000             -2.0778             -4.8260            -55.8000               .6440              1.7750             55.8000              2.1073              8.6165             56.6000             -1.2463             -3.7170            -55.2000              2.7271             11.6650             44.2000              5.6840               .7026              2.8725             56.0000              -.8254             -1.1490            -48.6000              -.5286              -.6698            -48.8000               .6687              3.2910             32.4000                1125              5.7730             30.5000             27.1000             48.4000             216.050             12.0240               .6058             12.3000      
14  2          22.692              67.308              24.423               .0691               .0455              1.7308             20.2000            -21.6000             80.0000            -80.0000             37.7000             55.0000                1840             37.9000             10.4580             10.5058             10.5287               .7403             10.5242              6.4440             11.6000             15.9370              -.9284             10.5199             -3.4225             11.9000            -11.0150              2.7119             10.0400             56.2000             -2.0837             -4.7515            -56.2000               .6396              1.7960             56.6000              2.0804              8.5985             56.4000             -1.2866             -3.7005            -55.8000              2.7042             11.6700             45.0000              5.6620               .6964              2.9060             56.4000              -.8377             -1.1360            -50.2000              -.5479              -.6451            -49.0000               .6653              3.3355             32.8000                1113              5.7530             30.7000             27.3000             48.4000             217.650             11.9710               .6060             12.3000      
14  3          23.846              75.385              25.769               .0658               .0444              1.7308             20.2000            -21.6000             80.0000            -80.0000             37.7000             55.4000                1830             38.2000             10.4113             10.4078             10.4876               .7635             10.4115              6.3715             11.9000             15.6250              -.9399             10.2628             -3.3360             11.9000            -11.0930              2.7806              9.9150             55.0000             -2.1542             -4.8020            -56.6000               .6514              1.7760             55.2000              2.1299              8.5630             55.2000             -1.2492             -3.7330            -56.2000              2.7656             11.5750             44.6000              5.6940               .7121              2.8775             55.0000              -.8225             -1.1520            -49.0000              -.5077              -.6745            -49.6000               .6704              3.3045             36.0000                1125              5.7800             30.7000             27.6000             48.2000             216.900             12.2230               .6055             12.3000      
14  4          24.231              75.577              25.577               .0660               .0439              1.9231             20.2000            -21.6000             80.0000            -80.0000             37.7000             55.5000                1870             38.5000             10.3157             10.3165             10.5067               .7536             10.3513              6.3835             11.9000             16.0930              -.9454             10.2779             -3.3015             11.9000            -11.3280              2.7772              9.9530             54.8000             -2.1338             -4.8230            -56.0000               .6357              1.7995             55.0000              2.1024              8.6020             55.0000             -1.2439             -3.6920            -56.0000              2.7781             11.5250             43.8000              5.6680               .6936              2.8895             55.2000              -.8332             -1.1490            -50.2000              -.5305              -.6569            -49.6000               .6676              3.3015             33.0000                1138              5.7710             30.9000             27.5000             48.0000             211.900             12.0990               .6065             12.3000      
14  5          23.654              74.615              25.385               .0672               .0436              1.7308             20.2000            -21.6000             80.0000            -80.0000             37.5000             55.4000                1850             38.3000             10.5190             10.4371             10.5438               .7529             10.5065              6.4000             11.8000             15.9370              -.9572             10.3763             -3.3645             11.9000            -11.2500              2.7330              9.9760             55.4000             -2.1686             -4.7050            -56.2000               .6261              1.8100             55.4000              2.0743              8.5985             55.2000             -1.3528             -3.6440            -56.2000              2.7296             11.5100             44.4000              5.6180               .6949              2.9065             55.2000              -.8433             -1.1220            -49.8000              -.5506              -.6377            -49.4000               .6588              3.3480             33.4000                1125              5.7300             31.0000             27.5000             48.2000             221.350             11.9380               .6057             12.2000      
15  1          23.654              77.115              25.385               .0652               .0440              1.9231             20.2000            -21.6000             80.0000            -80.0000             37.9000             55.1000                1860             37.8000             10.3383             10.3363             10.4519               .7550             10.4904              6.3120             11.7000             16.0930              -.9241             10.4642             -3.3490             11.9000            -11.0150              2.7755              9.9535             56.0000             -2.0469             -4.8380            -55.8000               .6388              1.7810             56.0000              2.1169              8.6555             56.4000             -1.2477             -3.7390            -55.2000              2.7392             11.7300             44.0000              5.6370               .7003              2.8785             56.0000              -.8285             -1.1465            -48.8000              -.5229              -.6685            -48.6000               .6681              3.3125             32.2000                1138              5.7440             30.5000             27.3000             48.0000             221.200             11.9500               .6059             12.3000      
15  2          23.077              69.423              24.808               .0674               .0459              1.9231             20.2000            -21.6000             80.0000            -80.0000             37.7000             54.6000                1880             37.9000             10.4310             10.4532             10.5730               .7515             10.5448              6.3730             11.7000             15.7810              -.9316             10.4985             -3.3675             11.9000            -11.0930              2.7174             10.0400             56.4000             -2.0782             -4.7465            -56.0000               .6301              1.8000             56.0000              2.0895              8.6965             56.6000             -1.2384             -3.7135            -55.4000              2.7068             11.6950             44.2000              5.6440               .6908              2.8925             56.2000              -.8369             -1.1295            -50.4000              -.5432              -.6521            -49.4000               .6646              3.3195             32.2000                1113              5.7390             30.6000             27.5000             48.2000             221.550             11.9490               .6062             12.3000      
15  3          24.615              78.846              27.115               .0641               .0448              2.1154             20.2000            -21.6000             80.0000            -80.0000             37.9000             55.3000                1820             38.1000             10.3299             10.3445             10.4374               .7656             10.3908              6.3305             11.9000             16.0930              -.9443             10.3548             -3.2955             11.9000            -11.0930              2.7862              9.9665             55.0000             -2.1091             -4.7960            -56.4000               .6492              1.7690             55.0000              2.1331              8.5630             55.0000             -1.2903             -3.6955            -56.0000              2.7707             11.5500             44.0000              5.6440               .7067              2.8700             54.8000              -.8264             -1.1430            -49.0000              -.5274              -.6650            -49.8000               .6837              3.2855             33.6000                1125              5.7510             30.9000             27.8000             48.0000             224.450             12.0750               .6056             12.3000      
15  4          24.808              79.231              26.538               .0644               .0432              1.9231             20.0000            -21.6000             80.0000            -80.0000             37.9000             55.4000                1840             38.3000             10.3113             10.3541             10.5001               .7536             10.3970              6.3570             11.9000             15.9370              -.9365             10.3403             -3.3075             11.9000            -11.2500              2.7915              9.9490             54.8000             -2.1482             -4.8350            -55.6000               .6234              1.7990             54.8000              2.1474              8.5915             55.2000             -1.2902             -3.6905            -56.2000              2.8049             11.4850             43.8000              5.6390               .6962              2.8855             55.0000              -.8386             -1.1470            -50.4000              -.5308              -.6499            -49.8000               .6649              3.3030             35.6000                1125              5.7420             30.8000             27.7000             48.0000             218.000             12.0460               .6065             12.3000      
15  5          23.846              75.000              25.962               .0660               .0429              1.9231             20.2000            -21.6000             80.0000            -80.0000             37.7000             55.1000                1870             38.2000             10.4465             10.4378             10.6196               .7522             10.5079              6.3740             11.8000             16.2500              -.9457             10.3758             -3.3405             11.9000            -11.2500              2.7346              9.9545             55.2000             -2.1719             -4.6925            -56.4000               .6146              1.8100             55.4000              2.0954              8.5915             55.0000             -1.3208             -3.6570            -56.0000              2.7641             11.5250             43.8000              5.6320               .6885              2.8960             55.0000              -.8454             -1.1160            -49.4000              -.5577              -.6418            -49.0000               .6536              3.3360             33.0000                1125              5.7330             30.9000             27.3000             48.2000             225.500             11.9570               .6056             12.3000      
16  1          23.846              76.154              25.000               .0658               .0383              1.7308             20.2000            -21.6000             80.0000            -80.0000             38.2000             55.3000                1880             37.9000             10.2979             10.3438             10.3183               .7719             10.4062              6.2965             11.8000             15.6250              -.9293             10.3764             -3.2985             11.9000            -11.0150              2.7850              9.9110             55.6000             -2.1250             -4.8500            -56.6000               .6301              1.7925             56.0000              2.0994              8.6555             56.6000             -1.2175             -3.7560            -55.8000              2.7196             11.6800             44.4000              5.6610               .6956              2.8880             56.2000              -.8304             -1.1545            -49.4000              -.5371              -.6698            -49.4000               .6654              3.3010             35.6000                1125              5.7560             30.5000             27.3000             48.4000             219.950             12.1440               .6063             12.3000      
16  2          23.462              70.962              24.615               .0652               .0407              1.7308             20.2000            -21.6000             80.0000            -1.0E+64             38.1000             54.9000                1840             37.7000             10.3757             10.4156             10.4812               .7530             10.4614              6.4060             11.9000             15.4680              -.9347             10.3493             -3.3420             11.9000            -11.0150              2.7033             10.0750             55.8000             -2.1405             -4.7350            -57.2000               .6369              1.7960             56.0000              2.0948              8.7010             56.0000             -1.2297             -3.7360            -56.0000              2.7082             11.6650             44.8000              5.6220               .6911              2.9155             55.8000              -.8376             -1.1365            -51.0000              -.5477              -.6450            -50.0000               .6605              3.3225             33.2000                1125              5.7330             30.6000             27.1000             48.4000             221.550             12.1460               .6063             12.3000      
16  3          24.615              79.808              26.538               .0644               .0402              1.9231             20.2000            -21.6000             80.0000            -80.0000             38.2000             55.2000                1850             38.2000             10.3167             10.4034             10.4262               .7675             10.3458              6.3370             11.8000             15.9370              -.9357             10.2495             -3.3030             11.9000            -11.0930              2.7888             10.0050             55.4000             -2.0961             -4.8335            -57.4000               .6417              1.7815             55.2000              2.1185              8.5645             55.4000             -1.3307             -3.7415            -57.0000              2.7303             11.5100             44.6000              5.6530               .7150              2.8845             55.0000              -.8234             -1.1535            -49.6000              -.5179              -.6693            -50.2000               .6704              3.3035             36.0000                1138              5.7550             30.8000             27.4000             48.2000             220.900             12.3440               .6062             12.3000      
16  4          24.231              79.231              25.769               .0657               .0392              1.9231             20.0000            -21.6000             80.0000            -80.0000             38.2000             55.4000                1810             38.2000             10.2442             10.3308             10.4056               .7609             10.3125              6.3885             11.8000             15.9370              -.9411             10.2432             -3.2985             11.9000            -11.1710              2.7613              9.9835             54.6000             -2.1348             -4.8710            -58.0000               .6351              1.7960             55.0000              2.1484              8.6085             54.8000             -1.2689             -3.7315            -56.6000              2.7977             11.4550             44.2000              5.6440               .6919              2.9045             55.0000              -.8334             -1.1560            -51.2000              -.5247              -.6569            -50.2000               .6659              3.3145             35.6000                1125              5.7480             30.6000             27.6000             48.4000             216.300             12.2440               .6071             12.1000      
16  5          24.038              77.885              25.385               .0646               .0396              1.9231             20.2000            -21.6000             80.0000            -80.0000             38.1000             55.1000                1850             37.9000             10.3669             10.3680             10.4311               .7496             10.4224              6.3820             11.9000             16.0930              -.9494             10.2575             -3.2895             11.9000            -11.2500              2.7342             10.0350             55.0000             -2.1503             -4.7275            -57.2000               .6231              1.8085             55.2000              2.1020              8.6245             55.0000             -1.3190             -3.6760            -56.8000              2.7553             11.5500             44.4000              5.6380               .6904              2.9150             55.2000              -.8416             -1.1375            -50.4000              -.5534              -.6326            -50.2000               .6621              3.3320             35.6000                1138              5.7400             30.7000             27.4000             48.2000             222.250             12.2630               .6065             12.2000      
17  1          23.846              76.154              25.385               .0669               .0445              2.1154             20.4000            -21.6000             80.0000            -80.0000             37.7000             55.4000                1850             39.2000             10.3286             10.3151             10.5699               .7501             10.5026              6.3090             11.7000             16.0930              -.9377             10.3866             -3.3180             11.9000            -11.0150              2.7715              9.9065             55.2000             -2.1539             -4.8420            -56.6000               .6342              1.7940             55.4000              2.1058              8.5945             55.6000             -1.3090             -3.7395            -55.8000              2.7534             11.4800             44.0000              5.6180               .6986              2.8670             55.2000              -.8341             -1.1390            -49.6000              -.5445              -.6740            -49.6000               .6613              3.2970             36.0000                1113              5.7170             31.3000             27.4000             48.0000             215.300             12.2000               .6065             12.1000      
17  2          23.654              69.615              24.808               .0691               .0454              1.9231             20.4000            -21.6000             80.0000            -80.0000             37.9000             55.1000                1840             38.6000             10.4162             10.4203             10.5811               .7473             10.4953              6.3780             11.8000             16.0930              -.9472             10.4281             -3.3155             11.9000            -11.0150              2.7299              9.9950             55.6000             -2.1638             -4.7425            -57.2000               .6221              1.8100             55.6000              2.0586              8.6380             55.6000             -1.3169             -3.7375            -56.8000              2.7219             11.5250             44.4000              5.6560               .6908              2.8970             55.4000              -.8474             -1.1210            -51.2000              -.5495              -.6457            -50.2000               .6606              3.3205             32.4000                1100              5.7450             30.8000             27.3000             48.2000             217.200             12.1170               .6065             12.2000      
17  3          24.615              77.308              26.538               .0660               .0442              2.1154             20.2000            -21.6000             80.0000            -80.0000             37.9000             55.7000                1870             38.9000             10.3792             10.4016             10.5122               .7534             10.4530              6.3700             11.8000             16.2500              -.9417             10.2900             -3.2970             11.9000            -11.0930              2.7723              9.9030             54.6000             -2.1786             -4.8255            -57.2000               .6283              1.7945             54.6000              2.1175              8.5465             54.8000             -1.3154             -3.7435            -57.0000              2.7639             11.4100             44.0000              5.6930               .6951              2.8885             54.4000              -.8331             -1.1390            -50.0000              -.5350              -.6741            -50.4000               .6659              3.2805             33.2000                1100              5.7850             31.4000             27.8000             48.0000             221.000             12.3040               .6059             12.4000      
17  4          24.808              79.038              26.731               .0661               .0439              2.1154             20.2000            -21.6000             80.0000            -80.0000             37.9000             55.7000                1870             39.5000             10.3323             10.3965             10.4612               .7494             10.3734              6.3865             11.9000             16.2500              -.9441             10.3131             -3.2945             11.9000            -11.2500              2.7789              9.9070             54.6000             -2.2249             -4.8440            -56.6000               .6223              1.8120             54.4000              2.1105              8.5855             54.2000             -1.3308             -3.7475            -56.6000              2.7963             11.3750             43.8000              5.6450               .6956              2.8805             54.6000              -.8482             -1.1365            -51.2000              -.5432              -.6592            -50.8000               .6632              3.2890             33.0000                1113              5.7620             31.5000             28.0000             48.2000             214.100             12.2540               .6070             12.4000      
17  5          24.231              77.115              26.154               .0679               .0435              1.9231             20.2000            -21.6000             80.0000            -80.0000             37.7000             55.4000                1840             39.0000             10.4462             10.4317             10.5068               .7424             10.4172              6.3760             11.8000             16.0930              -.9634             10.2528             -3.2870             11.9000            -11.0930              2.7109              9.9600             55.0000             -2.2158             -4.6970            -57.2000               .6139              1.8140             55.2000              2.0788              8.5860             54.6000             -1.3657             -3.7025            -56.8000              2.7564             11.4350             44.0000              5.6320               .6879              2.9130             54.6000              -.8495             -1.1225            -50.4000              -.5517              -.6397            -49.8000               .6561              3.3385             33.2000                1113              5.7340             31.3000             27.6000             48.0000             223.700             12.0930               .6061             12.4000      
18  1          23.654              76.154              25.962               .0665               .0385              1.7308             20.2000            -21.6000             80.0000            -80.0000             37.9000             55.3000                1860             38.8000             10.3863             10.2977             10.3517               .7514             10.4643              6.3585             11.8000             15.7810              -.9302             10.4211             -3.3855             11.9000            -11.0930              2.7500              9.9425             55.4000             -2.0557             -4.8520            -56.0000               .6409              1.7875             55.4000              2.1086              8.6230             56.2000             -1.2621             -3.7175            -55.8000              2.7316             11.6150             44.2000              5.6610               .7058              2.8565             55.4000              -.8326             -1.1530            -49.8000              -.5373              -.6639            -49.2000               .6700              3.2935             32.8000                1138              5.7680             31.2000             28.0000             48.2000             219.850             12.0380               .6060             12.3000      
18  2          22.885              70.192              25.385               .0683               .0405              1.7308             20.4000            -21.8000             80.0000            -80.0000             37.9000             54.9000                1840             38.8000             10.4102             10.4241             10.5004               .7351             10.4713              6.4275             11.8000             15.9370              -.9395             10.3975             -3.3980             11.9000            -11.0930              2.7268              9.9890             55.8000             -2.1410             -4.7125            -56.4000               .6310              1.8005             56.0000              2.0818              8.6390             56.0000             -1.2828             -3.7110            -56.0000              2.7179             11.5700             44.4000              5.6520               .6918              2.8920             55.6000              -.8428             -1.1265            -50.8000              -.5469              -.6458            -49.6000               .6622              3.3340             32.6000                1113              5.7640             31.0000             27.7000             48.4000             223.850             12.0520               .6059             12.3000      
18  3          24.231              78.846              27.308               .0656               .0401              2.1154             20.2000            -21.6000             80.0000            -80.0000             37.9000             55.5000                1840             38.7000             10.3760             10.4070             10.4672               .7659             10.3733              6.3375             11.8000             16.2500              -.9411             10.2059             -3.3540             11.9000            -11.2500              2.7871              9.9250             55.0000             -2.1428             -4.8030            -57.0000               .6407              1.7850             54.8000              2.1159              8.5495             55.0000             -1.2983             -3.7115            -56.4000              2.7563             11.5000             44.4000              5.6520               .7025              2.8790             54.8000              -.8377             -1.1470            -49.4000              -.5381              -.6629            -50.2000               .6703              3.3125             32.8000                1138              5.7510             31.7000             28.2000             48.0000             221.500             12.1930               .6058             12.4000      
18  4          24.231              79.231              26.731               .0654               .0394              1.9231             20.2000            -21.6000             80.0000            -80.0000             37.9000             55.5000                1830             39.2000             10.3581             10.3643             10.4454               .7567             10.3541              6.3395             11.8000             16.2500              -.9430             10.2313             -3.3020             11.9000            -11.2500              2.7909              9.9485             54.6000             -2.1507             -4.8420            -57.2000               .6382              1.7890             54.6000              2.1148              8.5855             54.8000             -1.3460             -3.6920            -56.2000              2.7885             11.4800             44.0000              5.6340               .6977              2.8790             54.8000              -.8400             -1.1505            -50.6000              -.5445              -.6448            -49.6000               .6690              3.3035             33.0000                1138              5.7240             31.6000             28.4000             47.8000             217.000             12.0630               .6064             12.3000      
18  5          23.654              76.538              26.538               .0672               .0397              1.7308             20.2000            -21.6000             80.0000            -80.0000             37.7000             55.4000                1810             39.0000             10.3990             10.3591             10.4635               .7539             10.4051              6.3695             11.9000             16.2500              -.9479             10.2538             -3.3610             11.9000            -11.2500              2.7481              9.9580             54.8000             -2.1614             -4.6840            -56.4000               .6129              1.8225             55.0000              2.0854              8.5635             54.8000             -1.3777             -3.6400            -56.4000              2.7309             11.4650             44.0000              5.6360               .6882              2.9055             54.8000              -.8479             -1.1280            -49.8000              -.5565              -.6293            -49.6000               .6542              3.3760             35.8000                1125              5.7430             31.3000             27.8000             48.0000             223.100             12.0300               .6056             12.2000      
19  1          23.654              75.577              25.577               .0668               .0445              1.7308             20.2000            -21.8000             80.0000            -80.0000             38.0000             55.1000                1880             38.7000             10.4437             10.4304             10.5178               .7514             10.5041              6.3715             11.6000             16.0930              -.9356             10.5125             -3.3305             11.9000            -11.0930              2.8047              9.9010             55.8000             -2.1314             -4.8335            -56.4000               .6507              1.7745             56.2000              2.1234              8.5840             56.6000             -1.2550             -3.7270            -56.0000              2.7543             11.6000             44.2000              5.6440               .7118              2.8605             56.2000              -.8296             -1.1545            -49.6000              -.5259              -.6689            -49.2000               .6697              3.2970             33.2000                1125              5.7460             31.2000             27.8000             48.2000             212.400             12.1900               .6068             12.2000      
19  2          23.077              68.846              24.808               .0692               .0464              1.7308             20.4000            -21.8000             80.0000            -80.0000             37.9000             54.8000                1860             38.6000             10.5331             10.5114             10.5825               .7431             10.5415              6.4325             11.7000             16.0930              -.9504             10.4893             -3.3510             11.9000            -10.9370              2.7288             10.0350             55.8000             -2.1131             -4.7795            -56.6000               .6153              1.7970             56.2000              2.0862              8.6375             56.4000             -1.2844             -3.7240            -55.8000              2.7283             11.6000             44.4000              5.6570               .6960              2.9000             55.8000              -.8414             -1.1375            -50.8000              -.5340              -.6451            -49.6000               .6617              3.3410             32.0000                1125              5.7440             31.2000             27.3000             48.2000             219.650             12.0050               .6061             12.1000      
19  3          24.808              78.077              26.923               .0660               .0448              1.9231             20.2000            -21.8000             80.0000            -80.0000             38.2000             55.4000                1860             39.2000             10.3984             10.4131             10.4869               .7567             10.5339              6.3730             11.7000             16.5620              -.9470             10.2876             -3.3330             11.9000            -11.0930              2.7941              9.9045             55.2000             -2.1556             -4.8085            -56.8000               .6463              1.7685             55.0000              2.1332              8.4935             55.0000             -1.3300             -3.6955            -56.8000              2.7959             11.4350             44.2000              5.6510               .7076              2.8820             55.0000              -.8347             -1.1450            -50.2000              -.5317              -.6583            -50.2000               .6717              3.3155             33.2000                1125              5.7600             31.6000             28.2000             48.0000             222.650             12.2790               .6061             12.3000      
19  4          25.000              79.038              26.731               .0660               .0440              1.9231             20.2000            -21.6000             80.0000            -80.0000             38.2000             55.4000                1880             38.9000             10.3846             10.4127             10.4852               .7566             10.4258              6.3790             11.7000             16.4060              -.9432             10.2941             -3.3385             11.9000            -11.1710              2.8152              9.9375             55.0000             -2.1533             -4.8680            -56.6000               .6400              1.7915             55.2000              2.1230              8.5540             55.0000             -1.2997             -3.7345            -56.8000              2.7900             11.4500             44.0000              5.6430               .7031              2.8820             55.2000              -.8340             -1.1535            -50.8000              -.5345              -.6545            -50.2000               .6659              3.2970             33.2000                1125              5.7470             31.5000             28.2000             48.2000             214.850             12.2230               .6071             12.2000      
